Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
04-07-2025;00:00:00;05-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;967,934;kVArh;Gevalideerd;
04-07-2025;00:00:00;05-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;68,750;kVArh;Gevalideerd;
04-07-2025;00:00:00;05-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2598,475;kVArh;Gevalideerd;
05-07-2025;00:00:00;06-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
05-07-2025;00:00:00;06-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;366,025;kWh;Gevalideerd;
05-07-2025;00:00:00;06-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;15,761;kVArh;Gevalideerd;
05-07-2025;00:00:00;06-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;167,475;kVArh;Gevalideerd;
05-07-2025;00:00:00;06-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;486,475;kWh;Gevalideerd;
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;7,571;kVArh;Gevalideerd;
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;125,950;kVArh;Gevalideerd;
06-07-2025;00:00:00;07-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;33,000;kVArh;Gevalideerd;
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3303,575;kWh;Gevalideerd;
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;580,250;kWh;Gevalideerd;
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1008,593;kVArh;Gevalideerd;
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;73,150;kVArh;Gevalideerd;
07-07-2025;00:00:00;08-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2772,550;kVArh;Gevalideerd;
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3208,425;kWh;Gevalideerd;
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;559,350;kWh;Gevalideerd;
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;995,378;kVArh;Gevalideerd;
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;77,825;kVArh;Gevalideerd;
08-07-2025;00:00:00;09-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2711,225;kVArh;Gevalideerd;
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3230,425;kWh;Gevalideerd;
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;380,050;kWh;Gevalideerd;
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;921,356;kVArh;Gevalideerd;
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;88,000;kVArh;Gevalideerd;
09-07-2025;00:00:00;10-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2545,950;kVArh;Gevalideerd;
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2850,650;kWh;Gevalideerd;
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;517,000;kWh;Gevalideerd;
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;969,203;kVArh;Gevalideerd;
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;100,100;kVArh;Gevalideerd;
10-07-2025;00:00:00;11-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2493,975;kVArh;Gevalideerd;
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;446,050;kWh;Gevalideerd;
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;123,475;kWh;Gevalideerd;
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;34,730;kVArh;Gevalideerd;
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;165,550;kVArh;Gevalideerd;
11-07-2025;00:00:00;12-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;31,900;kVArh;Gevalideerd;
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;305,800;kWh;Gevalideerd;
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;61,543;kVArh;Gevalideerd;
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;209,550;kVArh;Gevalideerd;
12-07-2025;00:00:00;13-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;304,975;kWh;Gevalideerd;
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;63,592;kVArh;Gevalideerd;
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;211,200;kVArh;Gevalideerd;
13-07-2025;00:00:00;14-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;437,525;kWh;Gevalideerd;
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;120,175;kWh;Gevalideerd;
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;24,261;kVArh;Gevalideerd;
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;146,575;kVArh;Gevalideerd;
14-07-2025;00:00:00;15-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;22,275;kVArh;Gevalideerd;
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;223,025;kWh;Gevalideerd;
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;119,625;kWh;Gevalideerd;
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;44,191;kVArh;Gevalideerd;
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;186,725;kVArh;Gevalideerd;
15-07-2025;00:00:00;16-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;284,075;kWh;Gevalideerd;
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;123,200;kWh;Gevalideerd;
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;24,706;kVArh;Gevalideerd;
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;179,850;kVArh;Gevalideerd;
16-07-2025;00:00:00;17-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1,375;kVArh;Gevalideerd;
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;226,875;kWh;Gevalideerd;
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;144,650;kWh;Gevalideerd;
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;46,611;kVArh;Gevalideerd;
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;202,400;kVArh;Gevalideerd;
17-07-2025;00:00:00;18-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;300,850;kWh;Gevalideerd;
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;117,700;kWh;Gevalideerd;
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;43,459;kVArh;Gevalideerd;
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;202,950;kVArh;Gevalideerd;
18-07-2025;00:00:00;19-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2,750;kVArh;Gevalideerd;
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;348,425;kWh;Gevalideerd;
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;18,477;kVArh;Gevalideerd;
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;181,500;kVArh;Gevalideerd;
19-07-2025;00:00:00;20-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;288,200;kWh;Gevalideerd;
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;65,140;kVArh;Gevalideerd;
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;201,575;kVArh;Gevalideerd;
20-07-2025;00:00:00;21-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;281,325;kWh;Gevalideerd;
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;71,189;kVArh;Gevalideerd;
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;207,350;kVArh;Gevalideerd;
21-07-2025;00:00:00;22-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;219,175;kWh;Gevalideerd;
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;117,150;kWh;Gevalideerd;
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;28,744;kVArh;Gevalideerd;
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;188,100;kVArh;Gevalideerd;
22-07-2025;00:00:00;23-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;229,625;kWh;Gevalideerd;
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;109,175;kWh;Gevalideerd;
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;67,304;kVArh;Gevalideerd;
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;218,350;kVArh;Gevalideerd;
23-07-2025;00:00:00;24-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2,200;kVArh;Gevalideerd;
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;255,475;kWh;Gevalideerd;
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;106,425;kWh;Gevalideerd;
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;66,356;kVArh;Gevalideerd;
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;229,625;kVArh;Gevalideerd;
24-07-2025;00:00:00;25-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;212,300;kWh;Gevalideerd;
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;107,250;kWh;Gevalideerd;
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;29,171;kVArh;Gevalideerd;
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;179,850;kVArh;Gevalideerd;
25-07-2025;00:00:00;26-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;273,075;kWh;Gevalideerd;
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;72,157;kVArh;Gevalideerd;
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;204,325;kVArh;Gevalideerd;
26-07-2025;00:00:00;27-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;276,925;kWh;Gevalideerd;
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;66,443;kVArh;Gevalideerd;
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;200,475;kVArh;Gevalideerd;
27-07-2025;00:00:00;28-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;207,350;kWh;Gevalideerd;
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;111,375;kWh;Gevalideerd;
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;60,140;kVArh;Gevalideerd;
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;207,075;kVArh;Gevalideerd;
28-07-2025;00:00:00;29-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;199,375;kWh;Gevalideerd;
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;109,175;kWh;Gevalideerd;
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;69,863;kVArh;Gevalideerd;
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;214,775;kVArh;Gevalideerd;
29-07-2025;00:00:00;30-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;165,000;kWh;Gevalideerd;
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;109,175;kWh;Gevalideerd;
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;79,324;kVArh;Gevalideerd;
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;212,025;kVArh;Gevalideerd;
30-07-2025;00:00:00;31-07-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;186,450;kWh;Gevalideerd;
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;113,300;kWh;Gevalideerd;
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;63,779;kVArh;Gevalideerd;
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;191,950;kVArh;Gevalideerd;
31-07-2025;00:00:00;01-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;3,025;kVArh;Gevalideerd;
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;169,950;kWh;Gevalideerd;
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;120,450;kWh;Gevalideerd;
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;56,784;kVArh;Gevalideerd;
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;194,150;kVArh;Gevalideerd;
01-08-2025;00:00:00;02-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;438,075;kWh;Gevalideerd;
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;46,036;kVArh;Gevalideerd;
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;158,125;kVArh;Gevalideerd;
02-08-2025;00:00:00;03-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;39,600;kVArh;Gevalideerd;
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;277,750;kWh;Gevalideerd;
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;82,412;kVArh;Gevalideerd;
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;215,875;kVArh;Gevalideerd;
03-08-2025;00:00:00;04-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1854,875;kWh;Gevalideerd;
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;129,800;kWh;Gevalideerd;
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;547,604;kVArh;Gevalideerd;
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;147,125;kVArh;Gevalideerd;
04-08-2025;00:00:00;05-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1316,425;kVArh;Gevalideerd;
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2614,975;kWh;Gevalideerd;
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;509,850;kWh;Gevalideerd;
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;883,722;kVArh;Gevalideerd;
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;113,575;kVArh;Gevalideerd;
05-08-2025;00:00:00;06-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2267,925;kVArh;Gevalideerd;
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2773,375;kWh;Gevalideerd;
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;522,225;kWh;Gevalideerd;
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;799,532;kVArh;Gevalideerd;
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;103,950;kVArh;Gevalideerd;
06-08-2025;00:00:00;07-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2251,150;kVArh;Gevalideerd;
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2707,375;kWh;Gevalideerd;
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;490,600;kWh;Gevalideerd;
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;832,023;kVArh;Gevalideerd;
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;98,450;kVArh;Gevalideerd;
07-08-2025;00:00:00;08-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2255,825;kVArh;Gevalideerd;
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2564,650;kWh;Gevalideerd;
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;509,575;kWh;Gevalideerd;
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;804,300;kVArh;Gevalideerd;
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;84,975;kVArh;Gevalideerd;
08-08-2025;00:00:00;09-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2149,125;kVArh;Gevalideerd;
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;447,150;kWh;Gevalideerd;
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;12,295;kVArh;Gevalideerd;
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;173,250;kVArh;Gevalideerd;
09-08-2025;00:00:00;10-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;399,025;kWh;Gevalideerd;
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;22,922;kVArh;Gevalideerd;
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;189,200;kVArh;Gevalideerd;
10-08-2025;00:00:00;11-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2491,775;kWh;Gevalideerd;
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;531,850;kWh;Gevalideerd;
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;827,892;kVArh;Gevalideerd;
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;107,525;kVArh;Gevalideerd;
11-08-2025;00:00:00;12-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2157,925;kVArh;Gevalideerd;
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2572,075;kWh;Gevalideerd;
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;401,225;kWh;Gevalideerd;
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;759,330;kVArh;Gevalideerd;
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;105,600;kVArh;Gevalideerd;
12-08-2025;00:00:00;13-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2070,200;kVArh;Gevalideerd;
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2462,075;kWh;Gevalideerd;
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;408,100;kWh;Gevalideerd;
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;735,473;kVArh;Gevalideerd;
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;98,725;kVArh;Gevalideerd;
