Latitude (decimal degrees):	51.297
Longitude (decimal degrees):	5.105
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: -5 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	2307.0
System losses (%):	31.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200110:0010,0.0,0.0,0.0,10.71,4.97,0.0
20200110:0110,0.0,0.0,0.0,10.09,4.41,0.0
20200110:0210,0.0,0.0,0.0,9.36,4.14,0.0
20200110:0310,0.0,0.0,0.0,8.61,3.59,0.0
20200110:0410,0.0,0.0,0.0,7.97,3.31,0.0
20200110:0510,0.0,0.0,0.0,7.84,2.97,0.0
20200110:0610,0.0,0.0,0.0,7.95,2.83,0.0
20200110:0710,0.0,0.0,0.0,7.65,2.76,0.0
20200110:0810,32090.37,33.26,2.82,7.75,2.9,0.0
20200110:0910,52968.72,47.67,9.15,7.82,3.17,0.0
20200110:1010,147048.18,107.35,13.77,8.08,3.45,0.0
20200110:1110,147394.23,107.9,16.31,8.29,3.52,0.0
20200110:1210,82498.32,67.44,16.54,8.56,3.66,0.0
20200110:1310,28837.5,30.99,14.44,8.66,3.86,0.0
20200110:1410,177892.77,126.05,10.19,8.48,3.93,0.0
20200110:1510,22077.99,25.96,4.17,8.09,3.59,0.0
20200110:1610,0.0,0.0,0.0,7.33,2.83,0.0
20200110:1710,0.0,0.0,0.0,6.55,2.34,0.0
20200110:1810,0.0,0.0,0.0,5.64,1.86,0.0
20200110:1910,0.0,0.0,0.0,5.37,1.79,0.0
20200110:2010,0.0,0.0,0.0,4.76,1.72,0.0
20200110:2110,0.0,0.0,0.0,4.24,1.59,0.0
20200110:2210,0.0,0.0,0.0,4.18,1.79,0.0
20200110:2310,0.0,0.0,0.0,4.14,2.07,0.0
20200111:0010,0.0,0.0,0.0,4.15,2.07,0.0
20200111:0110,0.0,0.0,0.0,3.82,2.28,0.0
20200111:0210,0.0,0.0,0.0,3.82,2.21,0.0
20200111:0310,0.0,0.0,0.0,3.7,2.28,0.0
20200111:0410,0.0,0.0,0.0,3.45,2.34,0.0
20200111:0510,0.0,0.0,0.0,3.5,2.41,0.0
20200111:0610,0.0,0.0,0.0,3.55,2.62,0.0
20200111:0710,0.0,0.0,0.0,2.87,2.9,0.0
20200111:0810,1314.99,7.29,2.91,2.72,3.24,0.0
20200111:0910,104853.15,79.53,9.25,3.4,3.66,0.0
20200111:1010,222464.01,150.34,13.89,4.46,4.07,0.0
20200111:1110,485162.1,305.64,16.46,5.43,3.86,0.0
20200111:1210,552664.92,346.61,16.7,6.33,4.41,0.0
20200111:1310,357907.98,231.68,14.61,6.82,4.55,0.0
20200111:1410,159782.82,114.36,10.37,7.02,4.62,0.0
20200111:1510,65380.38,56.24,4.35,6.76,4.48,0.0
20200111:1610,0.0,0.0,0.0,6.26,4.41,0.0
20200111:1710,0.0,0.0,0.0,5.89,4.48,0.0
20200111:1810,0.0,0.0,0.0,5.69,4.62,0.0
20200111:1910,0.0,0.0,0.0,5.23,4.83,0.0
20200111:2010,0.0,0.0,0.0,5.04,4.83,0.0
20200111:2110,0.0,0.0,0.0,4.78,4.83,0.0
20200111:2210,0.0,0.0,0.0,4.62,4.83,0.0
20200111:2310,0.0,0.0,0.0,4.49,4.83,0.0
20200112:0010,0.0,0.0,0.0,4.28,4.76,0.0
20200112:0110,0.0,0.0,0.0,3.96,4.69,0.0
20200112:0210,0.0,0.0,0.0,3.68,4.62,0.0
20200112:0310,0.0,0.0,0.0,3.54,4.62,0.0
20200112:0410,0.0,0.0,0.0,3.48,4.69,0.0
20200112:0510,0.0,0.0,0.0,3.52,4.76,0.0
20200112:0610,0.0,0.0,0.0,3.53,4.83,0.0
20200112:0710,0.0,0.0,0.0,3.96,5.1,0.0
20200112:0810,65703.36,55.48,3.0,4.23,5.31,0.0
20200112:0910,353224.77,226.15,9.36,4.76,5.59,0.0
20200112:1010,25561.56,28.25,14.02,5.85,4.76,0.0
20200112:1110,48746.91,44.66,16.61,6.48,5.45,0.0
20200112:1210,49969.62,45.57,16.87,7.0,6.28,0.0
20200112:1310,32805.54,33.72,14.78,7.53,5.66,0.0
20200112:1410,197825.25,137.76,10.55,8.23,5.31,0.0
20200112:1510,32413.35,33.75,4.53,8.96,5.79,0.0
20200112:1610,0.0,0.0,0.0,8.87,5.24,0.0
20200112:1710,0.0,0.0,0.0,8.69,4.9,0.0
20200112:1810,0.0,0.0,0.0,8.36,4.62,0.0
20200112:1910,0.0,0.0,0.0,7.91,4.14,0.0
20200112:2010,0.0,0.0,0.0,7.49,3.86,0.0
20200112:2110,0.0,0.0,0.0,7.04,3.66,0.0
20200112:2210,0.0,0.0,0.0,6.69,3.45,0.0
20200112:2310,0.0,0.0,0.0,6.27,3.38,0.0
20200113:0010,0.0,0.0,0.0,6.16,3.38,0.0
20200113:0110,0.0,0.0,0.0,6.12,3.38,0.0
20200113:0210,0.0,0.0,0.0,5.95,3.24,0.0
20200113:0310,0.0,0.0,0.0,5.92,3.17,0.0
20200113:0410,0.0,0.0,0.0,5.82,3.17,0.0
20200113:0510,0.0,0.0,0.0,5.69,3.17,0.0
20200113:0610,0.0,0.0,0.0,5.65,3.1,0.0
20200113:0710,0.0,0.0,0.0,5.89,3.03,0.0
20200113:0810,64780.56,55.28,3.1,5.88,2.9,0.0
20200113:0910,503802.66,318.95,9.48,6.29,2.9,0.0
20200113:1010,434223.54,277.07,14.16,7.25,4.34,0.0
20200113:1110,216073.62,148.89,16.76,7.78,4.55,0.0
20200113:1210,384969.09,249.55,17.04,8.26,4.21,0.0
20200113:1310,431155.23,276.95,14.96,8.34,4.21,0.0
20200113:1410,621182.82,392.64,10.74,8.16,4.07,0.0
20200113:1510,9343.35,15.49,4.72,7.92,3.93,0.0
20200113:1610,0.0,0.0,0.0,7.85,4.62,0.0
20200113:1710,0.0,0.0,0.0,8.11,5.17,0.0
20200113:1810,0.0,0.0,0.0,8.4,5.31,0.0
20200113:1910,0.0,0.0,0.0,8.7,5.86,0.0
20200113:2010,0.0,0.0,0.0,9.26,6.21,0.0
20200113:2110,0.0,0.0,0.0,9.8,6.48,0.0
20200113:2210,0.0,0.0,0.0,10.19,6.76,0.0
20200113:2310,0.0,0.0,0.0,10.25,7.1,0.0
20200114:0010,0.0,0.0,0.0,10.12,7.24,0.0
20200114:0110,0.0,0.0,0.0,9.86,7.17,0.0
20200114:0210,0.0,0.0,0.0,9.84,7.17,0.0
20200114:0310,0.0,0.0,0.0,9.83,7.38,0.0
20200114:0410,0.0,0.0,0.0,9.48,7.66,0.0
20200114:0510,0.0,0.0,0.0,9.22,7.72,0.0
20200114:0610,0.0,0.0,0.0,9.31,7.66,0.0
20200114:0710,0.0,0.0,0.0,9.69,7.24,0.0
20200114:0810,1960.95,8.2,3.21,9.75,7.1,0.0
20200114:0910,42656.43,41.01,9.61,9.95,6.9,0.0
20200114:1010,55806.33,50.13,14.31,10.37,6.69,0.0
20200114:1110,38619.18,38.28,16.93,10.71,6.76,0.0
20200114:1210,112373.97,87.09,17.22,10.96,7.17,0.0
20200114:1310,36035.34,36.46,15.15,10.82,7.38,0.0
20200114:1410,115857.54,88.83,10.93,10.83,7.59,0.0
20200114:1510,7220.91,13.67,4.91,10.66,7.38,0.0
20200114:1610,0.0,0.0,0.0,10.64,8.07,0.0
20200114:1710,0.0,0.0,0.0,11.0,8.28,0.0
20200114:1810,0.0,0.0,0.0,11.22,8.28,0.0
20200114:1910,0.0,0.0,0.0,11.29,7.93,0.0
20200114:2010,0.0,0.0,0.0,11.09,7.79,0.0
20200114:2110,0.0,0.0,0.0,10.92,7.72,0.0
20200114:2210,0.0,0.0,0.0,10.99,7.72,0.0
20200114:2310,0.0,0.0,0.0,10.86,7.38,0.0
20200115:0010,0.0,0.0,0.0,10.83,7.17,0.0
20200115:0110,0.0,0.0,0.0,10.54,7.24,0.0
20200115:0210,0.0,0.0,0.0,10.17,7.1,0.0
20200115:0310,0.0,0.0,0.0,10.03,6.76,0.0
20200115:0410,0.0,0.0,0.0,10.1,6.48,0.0
20200115:0510,0.0,0.0,0.0,10.1,6.34,0.0
20200115:0610,0.0,0.0,0.0,9.99,6.28,0.0
20200115:0710,0.0,0.0,0.0,10.23,6.55,0.0
20200115:0810,1960.95,8.2,3.32,10.03,6.55,0.0
20200115:0910,210167.7,145.83,9.74,10.3,6.76,0.0
20200115:1010,336222.18,221.65,14.46,10.81,6.97,0.0
20200115:1110,640215.57,405.07,17.1,11.34,7.03,0.0
20200115:1210,165550.32,120.46,17.4,11.74,6.48,0.0
20200115:1310,43486.95,41.92,15.35,11.98,5.66,0.0
20200115:1410,47431.92,44.66,11.13,11.94,7.31,0.0
20200115:1510,5283.03,11.85,5.11,11.59,7.03,0.0
20200115:1610,0.0,0.0,0.0,11.14,6.76,0.0
20200115:1710,0.0,0.0,0.0,10.47,5.52,0.0
20200115:1810,0.0,0.0,0.0,9.7,4.07,0.0
20200115:1910,0.0,0.0,0.0,8.91,3.72,0.0
20200115:2010,0.0,0.0,0.0,8.03,3.31,0.0
20200115:2110,0.0,0.0,0.0,7.17,3.31,0.0
20200115:2210,0.0,0.0,0.0,6.51,3.31,0.0
20200115:2310,0.0,0.0,0.0,6.01,3.17,0.0
20200116:0010,0.0,0.0,0.0,5.53,2.83,0.0
20200116:0110,0.0,0.0,0.0,5.01,2.62,0.0
20200116:0210,0.0,0.0,0.0,4.52,2.48,0.0
20200116:0310,0.0,0.0,0.0,4.11,2.48,0.0
20200116:0410,0.0,0.0,0.0,3.85,2.48,0.0
20200116:0510,0.0,0.0,0.0,3.69,2.48,0.0
20200116:0610,0.0,0.0,0.0,3.6,2.48,0.0
20200116:0710,0.0,0.0,0.0,3.01,2.41,0.0
20200116:0810,91403.34,71.7,3.44,3.15,2.55,0.0
20200116:0910,676919.94,421.4,9.88,4.43,2.76,0.0
20200116:1010,970393.41,611.0,14.62,6.6,2.76,0.0
20200116:1110,1154607.36,729.78,17.27,8.51,4.41,0.0
20200116:1210,1096793.94,695.09,17.6,9.3,4.28,0.0
20200116:1310,1014780.09,642.86,15.55,9.65,4.21,0.0
20200116:1410,775774.89,493.2,11.33,9.97,3.86,0.0
20200116:1510,168549.42,123.04,5.31,9.93,3.59,0.0
20200116:1610,0.0,0.0,0.0,9.29,3.66,0.0
20200116:1710,0.0,0.0,0.0,8.86,3.86,0.0
20200116:1810,0.0,0.0,0.0,8.8,4.14,0.0
20200116:1910,0.0,0.0,0.0,8.81,4.21,0.0
20200116:2010,0.0,0.0,0.0,8.94,4.41,0.0
20200116:2110,0.0,0.0,0.0,9.09,4.55,0.0
20200116:2210,0.0,0.0,0.0,9.18,4.76,0.0
20200116:2310,0.0,0.0,0.0,9.14,4.83,0.0
20200117:0010,0.0,0.0,0.0,8.95,4.76,0.0
20200117:0110,0.0,0.0,0.0,8.69,4.62,0.0
20200117:0210,0.0,0.0,0.0,8.41,4.34,0.0
20200117:0310,0.0,0.0,0.0,8.19,4.14,0.0
20200117:0410,0.0,0.0,0.0,7.97,3.86,0.0
20200117:0510,0.0,0.0,0.0,7.77,3.79,0.0
20200117:0610,0.0,0.0,0.0,7.96,3.86,0.0
20200117:0710,0.0,0.0,0.0,8.94,4.48,0.0
20200117:0810,17302.5,22.25,3.57,9.45,4.48,0.0
20200117:0910,114980.88,87.89,10.02,9.67,4.28,0.0
20200117:1010,72186.03,61.06,14.78,10.08,4.34,0.0
20200117:1110,73431.81,61.97,17.46,10.45,4.07,0.0
20200117:1210,100169.94,79.29,17.79,10.3,4.55,0.0
20200117:1310,185713.5,131.91,15.75,10.17,5.03,0.0
20200117:1410,233007.0,160.1,11.54,10.01,4.76,0.0
20200117:1510,57790.35,51.55,5.52,9.64,4.21,0.0
20200117:1610,0.0,0.0,0.0,8.91,4.34,0.0
20200117:1710,0.0,0.0,0.0,8.12,4.9,0.0
20200117:1810,0.0,0.0,0.0,7.46,5.24,0.0
20200117:1910,0.0,0.0,0.0,6.68,4.97,0.0
20200117:2010,0.0,0.0,0.0,6.06,4.55,0.0
20200117:2110,0.0,0.0,0.0,5.64,4.14,0.0
20200117:2210,0.0,0.0,0.0,5.27,3.86,0.0
20200117:2310,0.0,0.0,0.0,4.79,3.79,0.0
20200118:0010,0.0,0.0,0.0,4.72,3.79,0.0
20200118:0110,0.0,0.0,0.0,4.77,3.72,0.0
20200118:0210,0.0,0.0,0.0,4.65,3.72,0.0
20200118:0310,0.0,0.0,0.0,4.51,3.79,0.0
20200118:0410,0.0,0.0,0.0,4.56,3.72,0.0
20200118:0510,0.0,0.0,0.0,4.47,3.59,0.0
20200118:0610,0.0,0.0,0.0,4.31,3.45,0.0
20200118:0710,0.0,0.0,0.0,4.12,3.45,0.0
20200118:0810,34074.39,34.19,3.7,4.02,3.45,0.0
20200118:0910,587316.06,365.56,10.17,4.32,3.45,0.0
20200118:1010,791001.09,490.63,14.95,5.02,3.38,0.0
20200118:1110,1091187.93,679.34,17.65,5.61,4.21,0.0
20200118:1210,40833.9,39.19,18.0,6.12,4.0,0.0
20200118:1310,599727.72,375.96,15.97,6.39,3.72,0.0
20200118:1410,503295.12,318.78,11.76,6.41,3.59,0.0
20200118:1510,192034.68,135.27,5.73,5.87,3.17,0.0
20200118:1610,0.0,0.0,0.0,5.26,2.83,0.0
20200118:1710,0.0,0.0,0.0,4.65,2.62,0.0
20200118:1810,0.0,0.0,0.0,3.99,2.34,0.0
20200118:1910,0.0,0.0,0.0,3.19,2.41,0.0
20200118:2010,0.0,0.0,0.0,2.59,2.34,0.0
20200118:2110,0.0,0.0,0.0,2.11,2.21,0.0
20200118:2210,0.0,0.0,0.0,1.92,2.14,0.0
20200118:2310,0.0,0.0,0.0,1.43,2.21,0.0
20200119:0010,0.0,0.0,0.0,1.5,2.21,0.0
20200119:0110,0.0,0.0,0.0,1.33,2.21,0.0
20200119:0210,0.0,0.0,0.0,1.59,2.34,0.0
20200119:0310,0.0,0.0,0.0,1.89,2.41,0.0
