,grid
1083,80.0
1084,150.0
1085,150.0
1086,150.0
1087,150.0
1088,150.0
1089,150.0
1090,150.0
1091,150.0
1092,150.0
1093,150.0
1094,150.0
1095,150.0
1096,150.0
1097,150.0
1098,150.0
1099,150.0
1100,150.0
1101,150.0
1102,150.0
1103,150.0
1104,150.0
1105,150.0
1106,150.0
1107,150.0
1108,150.0
1109,150.0
1110,150.0
1111,150.0
1112,150.0
1113,150.0
1114,150.0
1115,150.0
1116,150.0
1117,150.0
1118,150.0
1119,150.0
1120,150.0
1121,150.0
1122,150.0
1123,150.0
1124,150.0
1125,150.0
1126,150.0
1127,150.0
1128,150.0
1129,150.0
1130,150.0
1131,150.0
1132,150.0
1133,150.0
1134,150.0
1135,150.0
1136,150.0
1137,150.0
1138,150.0
1139,150.0
1140,80.0
1141,80.0
1142,80.0
1143,80.0
1144,80.0
1145,80.0
1146,80.0
1147,80.0
1148,80.0
1149,80.0
1150,80.0
1151,80.0
1152,80.0
1153,80.0
1154,80.0
1155,80.0
1156,80.0
1157,80.0
1158,80.0
1159,80.0
1160,80.0
1161,80.0
1162,80.0
1163,80.0
1164,80.0
1165,80.0
1166,80.0
1167,80.0
1168,80.0
1169,80.0
1170,80.0
1171,80.0
1172,80.0
1173,80.0
1174,80.0
1175,80.0
1176,80.0
1177,80.0
1178,80.0
1179,80.0
1180,150.0
1181,150.0
1182,150.0
1183,150.0
1184,150.0
1185,150.0
1186,150.0
1187,150.0
1188,150.0
1189,150.0
1190,150.0
1191,150.0
1192,150.0
1193,150.0
1194,150.0
1195,150.0
1196,150.0
1197,150.0
1198,150.0
1199,150.0
1200,150.0
1201,150.0
1202,150.0
1203,150.0
1204,150.0
1205,150.0
1206,150.0
1207,150.0
1208,150.0
1209,150.0
1210,150.0
1211,150.0
1212,150.0
1213,150.0
1214,150.0
1215,150.0
1216,150.0
1217,150.0
1218,150.0
1219,150.0
1220,150.0
1221,150.0
1222,150.0
1223,150.0
1224,150.0
1225,150.0
1226,150.0
1227,150.0
1228,150.0
1229,150.0
1230,150.0
1231,150.0
1232,150.0
1233,150.0
1234,150.0
1235,150.0
1236,80.0
1237,80.0
1238,80.0
1239,80.0
1240,80.0
1241,80.0
1242,80.0
1243,80.0
1244,80.0
1245,80.0
1246,80.0
1247,80.0
1248,80.0
1249,80.0
1250,80.0
1251,80.0
1252,80.0
1253,80.0
1254,80.0
1255,80.0
1256,80.0
1257,80.0
1258,80.0
1259,80.0
1260,80.0
1261,80.0
1262,80.0
1263,80.0
1264,80.0
1265,80.0
1266,80.0
1267,80.0
1268,80.0
1269,80.0
1270,80.0
1271,80.0
1272,80.0
1273,80.0
1274,80.0
1275,80.0
1276,150.0
1277,150.0
1278,150.0
1279,150.0
1280,150.0
1281,150.0
1282,150.0
1283,150.0
1284,150.0
1285,150.0
1286,150.0
1287,150.0
1288,150.0
1289,150.0
1290,150.0
1291,150.0
1292,150.0
1293,150.0
1294,150.0
1295,150.0
1296,150.0
1297,150.0
1298,150.0
1299,150.0
1300,150.0
1301,150.0
1302,150.0
1303,150.0
1304,150.0
1305,150.0
1306,150.0
1307,150.0
1308,150.0
1309,150.0
1310,150.0
1311,150.0
1312,150.0
1313,150.0
1314,150.0
1315,150.0
1316,150.0
1317,150.0
1318,150.0
1319,150.0
1320,150.0
1321,150.0
1322,150.0
1323,150.0
1324,150.0
1325,150.0
1326,150.0
1327,150.0
1328,150.0
1329,150.0
1330,150.0
1331,150.0
1332,80.0
1333,80.0
1334,80.0
1335,80.0
1336,80.0
1337,80.0
1338,80.0
1339,80.0
1340,80.0
1341,80.0
1342,80.0
1343,80.0
1344,80.0
1345,80.0
1346,80.0
1347,80.0
1348,80.0
1349,80.0
1350,80.0
1351,80.0
1352,80.0
1353,80.0
1354,80.0
1355,80.0
1356,80.0
1357,80.0
1358,80.0
1359,80.0
1360,80.0
1361,80.0
1362,80.0
1363,80.0
1364,80.0
1365,80.0
1366,80.0
1367,80.0
1368,80.0
1369,80.0
1370,80.0
1371,80.0
1372,150.0
1373,150.0
1374,150.0
1375,150.0
1376,150.0
1377,150.0
1378,150.0
1379,150.0
1380,150.0
1381,150.0
1382,150.0
1383,150.0
1384,150.0
1385,150.0
1386,150.0
1387,150.0
1388,150.0
1389,150.0
1390,150.0
1391,150.0
1392,150.0
1393,150.0
1394,150.0
1395,150.0
1396,150.0
1397,150.0
1398,150.0
1399,150.0
1400,150.0
1401,150.0
1402,150.0
1403,150.0
1404,150.0
1405,150.0
1406,150.0
1407,150.0
1408,150.0
1409,150.0
1410,150.0
1411,150.0
1412,150.0
1413,150.0
1414,150.0
1415,150.0
1416,150.0
1417,150.0
1418,150.0
1419,150.0
1420,150.0
1421,150.0
1422,150.0
1423,150.0
1424,150.0
1425,150.0
1426,150.0
1427,150.0
1428,80.0
1429,80.0
1430,80.0
1431,80.0
1432,80.0
1433,80.0
1434,80.0
1435,80.0
1436,80.0
1437,80.0
1438,80.0
1439,80.0
1440,80.0
1441,80.0
1442,80.0
1443,80.0
1444,80.0
1445,80.0
1446,80.0
1447,80.0
1448,80.0
1449,80.0
1450,80.0
1451,80.0
1452,80.0
1453,80.0
1454,80.0
1455,80.0
1456,80.0
1457,80.0
1458,80.0
1459,80.0
1460,80.0
1461,80.0
1462,80.0
1463,80.0
1464,80.0
1465,80.0
1466,80.0
1467,80.0
1468,150.0
1469,150.0
1470,150.0
1471,150.0
1472,150.0
1473,150.0
1474,150.0
1475,150.0
1476,150.0
1477,150.0
1478,150.0
1479,150.0
1480,150.0
1481,150.0
1482,150.0
1483,150.0
1484,150.0
1485,150.0
1486,150.0
1487,150.0
1488,150.0
1489,150.0
1490,150.0
1491,150.0
1492,150.0
1493,150.0
1494,150.0
1495,150.0
1496,150.0
1497,150.0
1498,150.0
1499,150.0
1500,150.0
1501,150.0
1502,150.0
1503,150.0
1504,150.0
1505,150.0
1506,150.0
1507,150.0
1508,150.0
1509,150.0
1510,150.0
1511,150.0
1512,150.0
1513,150.0
1514,150.0
1515,150.0
1516,150.0
1517,150.0
1518,150.0
1519,150.0
1520,150.0
1521,150.0
1522,150.0
1523,150.0
1524,80.0
1525,80.0
1526,80.0
1527,80.0
1528,80.0
1529,80.0
1530,80.0
1531,80.0
1532,80.0
1533,80.0
1534,80.0
1535,80.0
1536,80.0
1537,80.0
1538,80.0
1539,80.0
1540,80.0
1541,80.0
1542,80.0
1543,80.0
1544,80.0
1545,80.0
1546,80.0
1547,80.0
1548,80.0
1549,80.0
1550,80.0
1551,80.0
1552,80.0
1553,80.0
1554,80.0
1555,80.0
1556,80.0
1557,80.0
1558,80.0
1559,80.0
1560,80.0
1561,80.0
1562,80.0
1563,80.0
1564,150.0
1565,150.0
1566,150.0
1567,150.0
1568,150.0
1569,150.0
1570,150.0
1571,150.0
1572,150.0
1573,150.0
1574,150.0
1575,150.0
1576,150.0
1577,150.0
1578,150.0
1579,150.0
1580,150.0
1581,150.0
1582,150.0
1583,150.0
1584,150.0
1585,150.0
1586,150.0
1587,150.0
1588,150.0
1589,150.0
1590,150.0
1591,150.0
1592,150.0
1593,150.0
1594,150.0
1595,150.0
1596,150.0
1597,150.0
1598,150.0
1599,150.0
1600,150.0
1601,150.0
1602,150.0
1603,150.0
1604,150.0
1605,150.0
1606,150.0
1607,150.0
1608,150.0
1609,150.0
1610,150.0
1611,150.0
1612,150.0
1613,150.0
1614,150.0
1615,150.0
1616,150.0
1617,150.0
1618,150.0
1619,150.0
1620,80.0
1621,80.0
1622,80.0
1623,80.0
1624,80.0
1625,80.0
1626,80.0
1627,80.0
1628,80.0
1629,80.0
1630,80.0
1631,80.0
1632,80.0
1633,80.0
1634,80.0
1635,80.0
1636,80.0
1637,80.0
1638,80.0
1639,80.0
1640,80.0
1641,80.0
1642,80.0
1643,80.0
1644,80.0
1645,80.0
1646,80.0
1647,80.0
1648,80.0
1649,80.0
1650,80.0
1651,80.0
1652,80.0
1653,80.0
1654,80.0
1655,80.0
1656,80.0
1657,80.0
1658,80.0
1659,80.0
1660,150.0
1661,150.0
1662,150.0
1663,150.0
1664,150.0
1665,150.0
1666,150.0
1667,150.0
1668,150.0
1669,150.0
1670,150.0
1671,150.0
1672,150.0
1673,150.0
1674,150.0
1675,150.0
1676,150.0
1677,150.0
1678,150.0
1679,150.0
1680,150.0
1681,150.0
1682,150.0
1683,150.0
1684,150.0
1685,150.0
1686,150.0
1687,150.0
1688,150.0
1689,150.0
1690,150.0
1691,150.0
1692,150.0
1693,150.0
1694,150.0
1695,150.0
1696,150.0
1697,150.0
1698,150.0
1699,150.0
1700,150.0
1701,150.0
1702,150.0
1703,150.0
1704,150.0
1705,150.0
1706,150.0
1707,150.0
1708,150.0
1709,150.0
1710,150.0
1711,150.0
1712,150.0
1713,150.0
1714,150.0
1715,150.0
1716,80.0
1717,80.0
1718,80.0
1719,80.0
1720,80.0
1721,80.0
1722,80.0
1723,80.0
1724,80.0
1725,80.0
1726,80.0
1727,80.0
1728,80.0
1729,80.0
1730,80.0
1731,80.0
1732,80.0
1733,80.0
1734,80.0
1735,80.0
1736,80.0
1737,80.0
1738,80.0
1739,80.0
1740,80.0
1741,80.0
1742,80.0
1743,80.0
1744,80.0
1745,80.0
1746,80.0
1747,80.0
1748,80.0
1749,80.0
1750,80.0
1751,80.0
1752,80.0
1753,80.0
1754,80.0
1755,80.0
1756,150.0
1757,150.0
1758,150.0
1759,150.0
1760,150.0
1761,150.0
1762,150.0
1763,150.0
1764,150.0
1765,150.0
1766,150.0
1767,150.0
1768,150.0
1769,150.0
1770,150.0
1771,150.0
1772,150.0
1773,150.0
1774,150.0
1775,150.0
1776,150.0
1777,150.0
1778,150.0
1779,150.0
1780,150.0
1781,150.0
1782,150.0
1783,150.0
1784,150.0
1785,150.0
1786,150.0
1787,150.0
1788,150.0
1789,150.0
1790,150.0
1791,150.0
1792,150.0
1793,150.0
1794,150.0
1795,150.0
1796,150.0
1797,150.0
1798,150.0
1799,150.0
1800,150.0
1801,150.0
1802,150.0
1803,150.0
1804,150.0
1805,150.0
1806,150.0
1807,150.0
1808,150.0
1809,150.0
1810,150.0
1811,150.0
1812,80.0
1813,80.0
1814,80.0
1815,80.0
1816,80.0
1817,80.0
1818,80.0
1819,80.0
1820,80.0
1821,80.0
1822,80.0
1823,80.0
1824,80.0
1825,80.0
1826,80.0
1827,80.0
1828,80.0
1829,80.0
1830,80.0
1831,80.0
1832,80.0
1833,80.0
1834,80.0
1835,80.0
1836,80.0
1837,80.0
1838,80.0
1839,80.0
1840,80.0
1841,80.0
1842,80.0
1843,80.0
1844,80.0
1845,80.0
1846,80.0
1847,80.0
1848,80.0
1849,80.0
1850,80.0
1851,80.0
1852,150.0
1853,150.0
1854,150.0
1855,150.0
1856,150.0
1857,150.0
1858,150.0
1859,150.0
1860,150.0
1861,150.0
1862,150.0
1863,150.0
1864,150.0
1865,150.0
1866,150.0
1867,150.0
1868,150.0
1869,150.0
1870,150.0
1871,150.0
1872,150.0
1873,150.0
1874,150.0
1875,150.0
1876,150.0
1877,150.0
1878,150.0
1879,150.0
1880,150.0
1881,150.0
1882,150.0
1883,150.0
1884,150.0
1885,150.0
1886,150.0
1887,150.0
1888,150.0
1889,150.0
1890,150.0
1891,150.0
1892,150.0
1893,150.0
1894,150.0
1895,150.0
1896,150.0
1897,150.0
1898,150.0
1899,150.0
1900,150.0
1901,150.0
1902,150.0
1903,150.0
1904,150.0
1905,150.0
1906,150.0
1907,150.0
1908,80.0
1909,80.0
1910,80.0
1911,80.0
1912,80.0
1913,80.0
1914,80.0
1915,80.0
1916,80.0
1917,80.0
1918,80.0
1919,80.0
1920,80.0
1921,80.0
1922,80.0
1923,80.0
1924,80.0
1925,80.0
1926,80.0
1927,80.0
1928,80.0
1929,80.0
1930,80.0
1931,80.0
1932,80.0
1933,80.0
1934,80.0
1935,80.0
1936,80.0
1937,80.0
1938,80.0
1939,80.0
1940,80.0
1941,80.0
1942,80.0
1943,80.0
1944,80.0
1945,80.0
1946,80.0
1947,80.0
1948,150.0
1949,150.0
1950,150.0
1951,150.0
1952,150.0
1953,150.0
1954,150.0
1955,150.0
1956,150.0
1957,150.0
1958,150.0
1959,150.0
1960,150.0
1961,150.0
1962,150.0
1963,150.0
1964,150.0
1965,150.0
1966,150.0
1967,150.0
1968,150.0
1969,150.0
1970,150.0
1971,150.0
1972,150.0
1973,150.0
1974,150.0
1975,150.0
1976,150.0
1977,150.0
1978,150.0
1979,150.0
1980,150.0
1981,150.0
1982,150.0
1983,150.0
1984,150.0
1985,150.0
1986,150.0
1987,150.0
1988,150.0
1989,150.0
1990,150.0
1991,150.0
1992,150.0
1993,150.0
1994,150.0
1995,150.0
1996,150.0
1997,150.0
1998,150.0
1999,150.0
2000,150.0
2001,150.0
2002,150.0
2003,150.0
2004,80.0
2005,80.0
2006,80.0
2007,80.0
2008,80.0
2009,80.0
2010,80.0
2011,80.0
2012,80.0
2013,80.0
2014,80.0
2015,80.0
2016,80.0
2017,80.0
2018,80.0
2019,80.0
2020,80.0
2021,80.0
2022,80.0
2023,80.0
2024,80.0
2025,80.0
2026,80.0
2027,80.0
2028,80.0
2029,80.0
2030,80.0
2031,80.0
2032,80.0
2033,80.0
2034,80.0
2035,80.0
2036,80.0
2037,80.0
2038,80.0
2039,80.0
2040,80.0
2041,80.0
2042,80.0
2043,80.0
2044,150.0
2045,150.0
2046,150.0
2047,150.0
2048,150.0
2049,150.0
2050,150.0
2051,150.0
2052,150.0
2053,150.0
2054,150.0
2055,150.0
2056,150.0
2057,150.0
2058,150.0
2059,150.0
2060,150.0
2061,150.0
2062,150.0
2063,150.0
2064,150.0
2065,150.0
2066,150.0
2067,150.0
2068,150.0
2069,150.0
2070,150.0
2071,150.0
2072,150.0
2073,150.0
2074,150.0
2075,150.0
2076,150.0
2077,150.0
2078,150.0
2079,150.0
2080,150.0
2081,150.0
2082,150.0
2083,150.0
2084,150.0
2085,150.0
2086,150.0
2087,150.0
2088,150.0
2089,150.0
2090,150.0
2091,150.0
2092,150.0
2093,150.0
2094,150.0
2095,150.0
2096,150.0
2097,150.0
2098,150.0
2099,150.0
2100,80.0
2101,80.0
2102,80.0
2103,80.0
2104,80.0
2105,80.0
2106,80.0
2107,80.0
2108,80.0
2109,80.0
2110,80.0
2111,80.0
2112,80.0
2113,80.0
2114,80.0
2115,80.0
2116,80.0
2117,80.0
2118,80.0
2119,80.0
2120,80.0
2121,80.0
2122,80.0
2123,80.0
2124,80.0
2125,80.0
2126,80.0
2127,80.0
2128,80.0
2129,80.0
2130,80.0
2131,80.0
2132,80.0
2133,80.0
2134,80.0
2135,80.0
2136,80.0
2137,80.0
2138,80.0
2139,80.0
2140,150.0
